Annual_Income,Earning_Members,Parent_Type,House_Type,Rent_Amount,Parent_Occupation,Job_Type,Loan_Burden,Medical_Expenditure,Any_Disability,Children_Studying,Annual_College_Fee,Hostel_or_DayScholar,Transport_Cost,Land_Owned,Agriculture_Income,Urban_Rural,First_Generation_Learner,Reimbursement_%
252764,4,Both Alive,Rent,61202,Daily Wage,Contract,34069,84633,No,3,1901243,DayScholar,35055,6.2,173557,Urban,no,50
714998,2,Single Father,Rent,89400,Business,Permanent,138442,45254,No,3,286999,Hostel,44725,2.94,443837,Rural,yes,50
466882,1,Single Mother,Rent,30750,Unemployed,Self-employed,119873,40096,No,0,439385,Hostel,4008,0.86,117363,Urban,yes,50
740427,4,Single Mother,Rent,76112,Agriculture,Temporary,116843,53785,No,2,1320253,Hostel,44464,7.59,312809,Urban,no,50
512153,1,Both Alive,Rent,16566,Daily Wage,Contract,71947,52344,Yes,2,187476,Hostel,41872,3.14,201484,Urban,no,100
67215,1,Single Mother,Rent,7190,Daily Wage,Permanent,170205,82643,Yes,1,1209217,Hostel,496,4.6,181675,Rural,yes,100
855474,1,Single Father,Own,88607,Agriculture,Temporary,95761,68546,No,4,659362,DayScholar,34231,2.37,152110,Urban,yes,0
144356,3,Single Mother,Own,38333,Business,Contract,113753,71091,Yes,1,1842942,Hostel,23212,6.27,93542,Urban,no,100
203861,3,Both Alive,Own,80905,Govt Job,Temporary,131764,65603,Yes,2,588725,Hostel,20637,3.01,363455,Rural,yes,100
355612,2,Single Father,Rent,89571,Agriculture,Permanent,28926,28412,No,0,166810,DayScholar,45227,9.68,489562,Rural,no,50
454605,2,Both Alive,Rent,1589,Agriculture,Permanent,99782,51658,Yes,1,934276,DayScholar,16877,7.03,276469,Urban,yes,100
9435,4,Single Father,Rent,25235,Agriculture,Temporary,104700,99841,Yes,3,1148986,Hostel,17810,1.37,166964,Urban,no,100
447556,2,Single Mother,Rent,159,Daily Wage,Self-employed,73984,49549,No,3,1078307,Hostel,9884,4.17,394969,Urban,no,50
699438,1,Both Alive,Rent,12145,Private Job,Temporary,174462,11549,Yes,0,675491,DayScholar,2723,3.85,488283,Urban,no,100
865264,1,Both Alive,Rent,80909,Unemployed,Contract,49593,71216,No,2,862756,Hostel,49810,5.34,149068,Rural,yes,0
575581,3,Single Father,Rent,31921,Govt Job,Self-employed,75609,25739,No,3,195169,Hostel,4761,8.42,330955,Rural,no,0
78781,1,Both Alive,Own,16237,Business,Contract,5209,21209,Yes,3,1926728,Hostel,7630,5.83,205355,Urban,no,100
191475,4,Single Father,Rent,8244,Business,Temporary,126700,87968,Yes,4,1941441,DayScholar,16375,0.62,438427,Rural,yes,100
160196,1,Single Father,Own,14743,Unemployed,Self-employed,137605,15116,Yes,1,275033,Hostel,41509,6.55,116737,Urban,no,100
226507,1,Single Father,Own,97102,Private Job,Contract,86597,20045,No,2,543857,Hostel,25218,0.08,456036,Rural,no,50
306063,4,Single Father,Rent,46101,Agriculture,Temporary,7211,26327,No,1,1932201,DayScholar,30565,7.8,262968,Rural,no,50
764121,2,Single Mother,Rent,84227,Govt Job,Temporary,9927,35709,No,2,1265325,DayScholar,37118,6.67,407096,Urban,yes,0
776665,2,Single Father,Own,99532,Business,Self-employed,117333,43617,Yes,3,1143768,DayScholar,32975,3.09,240417,Urban,yes,100
690607,4,Both Alive,Own,56378,Unemployed,Temporary,155666,60139,Yes,4,1837693,Hostel,27073,2.92,117718,Urban,yes,100
121172,3,Single Mother,Rent,71126,Foreign,Permanent,76382,26905,No,1,1145730,DayScholar,4190,7.98,328761,Urban,yes,50
356902,1,Both Alive,Rent,56071,Unemployed,Contract,139005,64148,Yes,3,218542,Hostel,1883,7.83,273661,Rural,no,100
484963,4,Single Mother,Own,71121,Business,Contract,103780,72603,Yes,2,1166649,DayScholar,2886,3.52,152755,Rural,yes,100
455968,1,Single Father,Rent,74763,Agriculture,Temporary,40696,98095,No,1,1278470,Hostel,49629,2.99,410092,Urban,yes,50
318717,3,Single Mother,Rent,93814,Foreign,Temporary,196521,42919,No,1,529235,DayScholar,8953,5.6,365212,Rural,yes,50
59101,1,Single Mother,Rent,12237,Private Job,Permanent,67616,83521,Yes,3,804044,Hostel,8381,0.08,449570,Rural,no,100
495972,4,Both Alive,Own,15649,Govt Job,Self-employed,137161,92905,No,1,1634508,Hostel,23238,0.83,467018,Urban,no,50
288790,1,Both Alive,Own,37713,Private Job,Temporary,187620,83400,Yes,4,1614933,DayScholar,13795,1.26,207791,Urban,no,100
890617,2,Single Father,Own,73463,Private Job,Temporary,157195,88150,No,4,1926749,DayScholar,30428,1.85,249120,Rural,yes,50
547337,3,Single Mother,Rent,45409,Unemployed,Temporary,138869,58446,No,3,430547,Hostel,49907,5.12,254322,Urban,no,50
734965,3,Single Mother,Rent,48766,Govt Job,Temporary,50013,52428,No,2,852329,DayScholar,9638,9.92,479818,Urban,no,0
360260,3,Single Mother,Own,46154,Govt Job,Contract,139418,47894,Yes,3,1203582,Hostel,4931,6.53,377160,Rural,yes,100
883811,4,Single Father,Own,7016,Business,Temporary,164744,81149,Yes,4,1461887,DayScholar,42623,0.61,209485,Rural,no,100
592673,3,Single Father,Own,79563,Business,Contract,148725,6447,No,0,1543286,DayScholar,38492,5.26,272126,Urban,yes,50
650419,2,Single Father,Rent,48688,Govt Job,Temporary,49556,5499,No,0,898976,Hostel,26411,4.97,467720,Rural,yes,0
433374,4,Single Father,Own,89678,Foreign,Self-employed,123723,39041,No,1,1601570,DayScholar,45188,1.44,419814,Urban,no,50
720777,2,Single Father,Own,54238,Daily Wage,Permanent,26140,31315,Yes,1,184588,DayScholar,20534,9.2,145711,Urban,yes,100
547577,1,Both Alive,Rent,58608,Business,Self-employed,1184,1299,No,0,1686466,Hostel,36828,4.41,70210,Rural,yes,0
372370,1,Single Mother,Rent,89081,Daily Wage,Temporary,165565,4994,No,4,1548800,Hostel,29181,9.95,69852,Rural,yes,50
887225,1,Single Mother,Rent,31897,Unemployed,Temporary,175220,95414,No,1,1355349,DayScholar,37533,4.2,375762,Urban,yes,50
271967,1,Single Mother,Own,50961,Foreign,Temporary,155918,81163,No,3,1498702,Hostel,19996,6.08,255139,Urban,yes,50
191232,2,Single Mother,Rent,68703,Govt Job,Self-employed,111361,7489,Yes,3,1540332,DayScholar,6553,1.05,9695,Urban,yes,100
304119,4,Single Mother,Rent,44757,Foreign,Temporary,153267,91647,Yes,4,134746,DayScholar,40146,4.54,48582,Rural,no,100
9540,4,Single Mother,Own,26917,Business,Self-employed,5606,32355,No,1,554719,Hostel,18073,2.39,293238,Urban,yes,100
540652,3,Single Mother,Rent,22736,Private Job,Contract,135028,73805,Yes,3,1246381,Hostel,7130,8.36,191707,Rural,yes,100
397827,2,Single Mother,Own,27990,Unemployed,Permanent,16555,68367,Yes,1,1622952,Hostel,29405,7.84,284331,Urban,yes,100
551951,1,Both Alive,Own,62551,Govt Job,Permanent,90385,77355,Yes,1,1758071,Hostel,35954,8.24,380157,Rural,yes,100
51991,2,Single Mother,Rent,58161,Agriculture,Self-employed,149762,90349,No,3,1043290,Hostel,5789,7.24,128721,Urban,no,100
188751,3,Both Alive,Rent,79623,Unemployed,Contract,58502,87173,Yes,0,441231,Hostel,28930,8.33,106683,Rural,no,100
366326,3,Single Father,Rent,22440,Daily Wage,Self-employed,179921,1996,Yes,3,765398,DayScholar,48890,2.01,263358,Urban,yes,100
686337,2,Single Mother,Rent,35205,Foreign,Contract,157419,44387,Yes,4,565673,DayScholar,17529,4.52,286084,Urban,no,100
618992,2,Single Father,Rent,80811,Govt Job,Temporary,103844,3089,No,2,342343,Hostel,7942,6.92,44406,Urban,yes,50
49115,2,Single Father,Rent,55103,Unemployed,Contract,91321,98827,No,3,1359397,DayScholar,7548,6.37,484437,Urban,yes,100
353151,4,Single Father,Own,70812,Foreign,Contract,49056,20659,Yes,1,1176680,DayScholar,49712,7.16,436697,Rural,yes,100
743583,1,Both Alive,Own,41627,Govt Job,Contract,194923,45178,Yes,1,1071394,DayScholar,18296,2.24,147049,Rural,yes,100
191962,2,Single Father,Rent,19008,Business,Permanent,98234,95965,No,3,491438,DayScholar,32244,0.98,438055,Rural,no,50
721747,2,Single Father,Own,71274,Unemployed,Contract,41850,81268,No,2,335145,Hostel,296,9.17,451090,Rural,no,0
149143,2,Single Father,Rent,32402,Business,Temporary,27843,85042,Yes,3,165049,DayScholar,2409,5.6,320558,Rural,yes,100
714635,3,Single Mother,Own,53384,Unemployed,Temporary,62320,70726,Yes,2,584120,DayScholar,34229,1.54,363584,Urban,yes,100
989873,3,Single Mother,Own,5793,Business,Temporary,29793,70111,No,2,1885939,Hostel,30846,7.93,418754,Rural,no,0
536226,4,Both Alive,Own,5571,Foreign,Contract,170588,34565,No,4,618278,Hostel,35036,9.15,235994,Rural,no,50
952699,1,Both Alive,Rent,96867,Agriculture,Self-employed,148929,89242,Yes,1,1268542,Hostel,39322,1.7,365713,Rural,yes,100
353824,4,Single Mother,Own,16209,Unemployed,Self-employed,19627,22884,No,1,1130780,Hostel,49159,8.17,187313,Rural,no,50
4000,1,Both Alive,Rent,90930,Unemployed,Temporary,61822,17199,Yes,2,55784,DayScholar,27167,9.33,204573,Urban,yes,100
725948,3,Single Mother,Own,43148,Business,Permanent,183320,60038,Yes,1,1951313,Hostel,28991,9.38,206205,Urban,no,100
887474,3,Single Father,Own,91218,Govt Job,Self-employed,55798,57786,Yes,0,1068497,DayScholar,17801,9.14,60481,Urban,no,100
355754,3,Single Father,Own,2224,Unemployed,Contract,175188,49294,No,2,1879967,DayScholar,7358,5.46,238084,Urban,no,50
251492,4,Both Alive,Own,48695,Business,Self-employed,75318,78015,Yes,1,1877336,Hostel,22588,3.56,289884,Rural,no,100
890123,2,Single Mother,Own,32441,Private Job,Temporary,104186,34178,Yes,0,1984939,Hostel,17671,0.07,325472,Rural,yes,100
499522,2,Single Mother,Rent,39129,Business,Permanent,87902,12665,No,4,1314140,Hostel,17502,0.61,465321,Urban,yes,50
491072,3,Both Alive,Rent,62368,Foreign,Self-employed,159629,534,No,1,623794,Hostel,25128,4.29,443859,Urban,no,50
38304,2,Single Mother,Own,92122,Agriculture,Self-employed,71334,91828,Yes,0,1132984,Hostel,31645,3.99,496733,Rural,yes,100
504999,2,Single Father,Own,44760,Private Job,Temporary,106719,36132,Yes,3,1706716,Hostel,7637,1.85,274025,Rural,no,100
331593,4,Both Alive,Own,23478,Foreign,Permanent,123099,36110,No,3,1798702,DayScholar,660,3.95,299140,Urban,no,50
607274,1,Both Alive,Own,71854,Foreign,Permanent,173686,58754,No,0,1609572,DayScholar,41675,1.75,163249,Urban,yes,50
151836,3,Single Mother,Rent,94230,Foreign,Temporary,12720,63580,No,2,1601711,DayScholar,6922,8.49,122196,Urban,yes,50
108940,3,Both Alive,Own,85716,Govt Job,Contract,57608,22469,Yes,2,1638853,DayScholar,28161,2.98,37177,Urban,yes,100
824926,4,Single Mother,Rent,12180,Foreign,Self-employed,107449,64016,Yes,1,1970391,Hostel,44721,5.99,66126,Rural,no,100
265517,4,Single Mother,Own,98538,Govt Job,Contract,102828,46233,Yes,3,1063498,Hostel,3970,5.03,318675,Rural,yes,100
667521,2,Single Mother,Rent,15372,Foreign,Self-employed,126613,66708,No,2,473144,DayScholar,3407,0.52,26119,Rural,yes,50
621820,3,Single Mother,Own,29796,Daily Wage,Self-employed,72095,58232,Yes,2,1110911,DayScholar,27843,9.42,117744,Urban,yes,100
879090,1,Single Mother,Own,58272,Private Job,Contract,105924,93450,No,3,1971921,DayScholar,9046,5.27,116894,Rural,yes,50
385777,4,Both Alive,Rent,89963,Daily Wage,Temporary,96452,86437,Yes,4,1989621,Hostel,23800,3.25,158987,Rural,no,100
624674,1,Single Father,Own,98826,Foreign,Temporary,87593,34409,No,2,815983,Hostel,14547,1.58,395924,Urban,no,0
551638,1,Single Father,Own,93635,Private Job,Self-employed,166964,19324,Yes,0,1209029,Hostel,37528,3.39,431965,Urban,no,100
617296,3,Both Alive,Own,54040,Private Job,Temporary,106975,8738,Yes,1,909751,DayScholar,31389,0.21,44989,Urban,no,100
880729,3,Both Alive,Rent,75357,Unemployed,Self-employed,77242,24054,No,2,327817,DayScholar,30346,3.64,284250,Urban,no,0
549639,4,Single Father,Own,71368,Agriculture,Temporary,116041,29709,No,2,1946539,Hostel,22748,5.31,279275,Urban,no,50
612956,3,Single Father,Own,78356,Daily Wage,Self-employed,126202,85643,Yes,4,32948,Hostel,46233,8.72,308697,Urban,no,100
638873,3,Single Father,Rent,16211,Agriculture,Temporary,77606,363,No,0,626552,DayScholar,36855,6.87,451360,Rural,yes,0
932809,3,Single Father,Rent,5842,Private Job,Permanent,123769,10358,No,1,69072,DayScholar,25848,1.12,6553,Rural,no,50
337497,1,Single Father,Rent,63115,Govt Job,Contract,118542,3240,Yes,2,1388280,Hostel,7607,1.48,17881,Rural,no,100
207869,4,Single Mother,Own,66852,Private Job,Permanent,106438,72201,No,1,1796185,DayScholar,36787,4.28,1379,Rural,no,50
65953,2,Both Alive,Own,45968,Agriculture,Contract,924,45689,Yes,3,1716422,Hostel,33583,1.96,352935,Rural,no,100
843890,1,Single Mother,Own,17508,Daily Wage,Contract,51322,1936,Yes,2,76691,Hostel,12563,0.28,367808,Rural,yes,100
500328,3,Single Father,Rent,22005,Foreign,Self-employed,157550,91074,No,2,675442,DayScholar,46060,8.05,69306,Urban,no,50
806790,1,Single Father,Own,54575,Unemployed,Contract,71042,43965,No,3,1947789,DayScholar,48926,0.2,412942,Urban,no,0
3267,3,Single Father,Own,80742,Unemployed,Permanent,46418,77534,Yes,4,1404825,DayScholar,33690,8.31,243825,Urban,yes,100
82745,3,Single Mother,Rent,18971,Unemployed,Permanent,193289,882,Yes,2,17086,Hostel,45697,1.44,402304,Rural,no,100
876020,1,Single Mother,Rent,25599,Foreign,Temporary,100699,20224,Yes,1,399962,DayScholar,29176,9.75,427530,Rural,no,100
824945,4,Single Father,Rent,87592,Unemployed,Permanent,90140,30825,Yes,0,602141,DayScholar,14925,6.04,448257,Urban,no,100
157164,3,Single Mother,Rent,66914,Daily Wage,Temporary,11781,70740,Yes,1,1422645,Hostel,21251,7.35,104512,Urban,no,100
535626,4,Single Mother,Rent,67055,Foreign,Contract,136587,28885,Yes,4,1390747,Hostel,17648,1.1,278494,Urban,no,100
131484,2,Single Father,Own,87697,Unemployed,Permanent,117358,40056,No,0,1336636,DayScholar,20108,8.62,99599,Urban,no,50
531831,3,Single Mother,Rent,5355,Foreign,Contract,36133,3203,No,1,811680,Hostel,10979,8.39,81397,Urban,no,0
892323,4,Both Alive,Own,54120,Agriculture,Permanent,97628,60241,No,1,1869234,Hostel,2722,6.53,341653,Rural,yes,0
951000,4,Both Alive,Own,74619,Daily Wage,Permanent,76946,2244,Yes,3,952529,Hostel,5355,5.02,17769,Rural,yes,100
60692,2,Both Alive,Rent,38342,Business,Temporary,85058,98322,No,4,773210,DayScholar,46069,7.21,178321,Rural,no,100
220156,4,Both Alive,Rent,85992,Govt Job,Contract,140167,68619,Yes,3,582668,DayScholar,28799,0.06,476078,Urban,yes,100
223992,4,Single Father,Rent,78860,Unemployed,Permanent,151542,21584,Yes,0,1852856,Hostel,35318,5.92,101584,Rural,no,100
516771,2,Single Father,Own,2257,Govt Job,Self-employed,43129,8521,No,3,1597138,Hostel,32705,8.47,308509,Urban,yes,0
830857,3,Single Father,Rent,27364,Foreign,Contract,8531,50017,Yes,4,1375265,Hostel,43909,3.57,312329,Rural,no,100
563044,4,Both Alive,Rent,24972,Govt Job,Contract,37038,33541,Yes,2,1842979,DayScholar,23070,1.08,133858,Urban,yes,100
543176,4,Both Alive,Rent,26654,Daily Wage,Contract,87939,29063,Yes,2,1155070,Hostel,11284,4.21,231609,Urban,no,100
691095,4,Single Mother,Rent,80769,Daily Wage,Temporary,42674,70268,Yes,0,125981,Hostel,21737,7.27,126525,Rural,yes,100
833727,1,Single Mother,Rent,81423,Private Job,Self-employed,127572,64952,Yes,2,176305,DayScholar,23241,1.07,394836,Rural,yes,100
114352,2,Both Alive,Own,29320,Unemployed,Contract,29831,93054,Yes,3,26304,Hostel,27414,2.06,36303,Rural,no,100
869474,1,Both Alive,Own,20808,Private Job,Permanent,57174,39563,No,0,1041477,DayScholar,20895,1.48,19589,Rural,no,0
85999,2,Both Alive,Own,52389,Govt Job,Permanent,11279,39752,Yes,4,1332014,DayScholar,26771,7.97,265026,Rural,yes,100
17955,3,Both Alive,Rent,95690,Business,Temporary,169292,95233,Yes,0,298569,DayScholar,1384,0.63,455464,Urban,yes,100
824273,3,Single Mother,Rent,34773,Private Job,Permanent,60610,2567,Yes,0,734071,Hostel,22689,6.87,180394,Rural,no,100
70640,4,Both Alive,Rent,51168,Private Job,Contract,183791,16121,Yes,1,1033657,Hostel,27475,3.66,129236,Rural,yes,100
196582,2,Single Mother,Own,27747,Daily Wage,Permanent,53051,1674,No,1,1169353,DayScholar,8252,7.56,417740,Urban,no,50
952415,3,Both Alive,Rent,76396,Business,Contract,56652,76411,No,0,1020815,Hostel,30844,9.64,271889,Rural,yes,0
976535,2,Both Alive,Rent,83692,Foreign,Permanent,65524,66275,Yes,2,412641,DayScholar,30151,1.15,495417,Urban,yes,100
744086,3,Both Alive,Rent,57505,Govt Job,Self-employed,6470,67081,Yes,1,1674413,Hostel,40006,3.14,15861,Rural,no,100
400573,1,Single Mother,Own,85896,Private Job,Temporary,198670,29140,Yes,4,627752,DayScholar,23365,8.1,91707,Rural,no,100
425695,3,Single Mother,Rent,18135,Business,Temporary,172870,9327,No,3,972494,DayScholar,6026,2.66,484951,Urban,no,50
61476,1,Single Father,Own,90887,Unemployed,Self-employed,53473,70663,No,1,1689612,Hostel,32767,2.15,316405,Rural,yes,100
306955,3,Both Alive,Rent,96035,Business,Self-employed,150952,23331,No,0,1525538,Hostel,28523,8.25,255043,Rural,yes,50
167280,4,Single Father,Own,47377,Govt Job,Temporary,44439,23004,No,2,1913303,Hostel,10482,9.87,133909,Rural,yes,50
675510,1,Single Father,Own,23554,Business,Self-employed,14308,10492,Yes,3,812523,Hostel,46569,5.57,336279,Rural,no,100
595468,3,Single Mother,Own,62491,Business,Contract,91563,54797,No,1,1964951,DayScholar,48888,2.78,474663,Urban,yes,0
698646,4,Single Mother,Rent,55621,Business,Permanent,35081,58095,No,2,1312750,DayScholar,48348,3.99,54380,Urban,yes,0
637144,1,Single Father,Rent,58283,Unemployed,Temporary,181455,13749,Yes,2,665362,Hostel,41432,1.7,348233,Rural,no,100
854882,4,Both Alive,Own,85140,Private Job,Self-employed,9837,63217,Yes,2,1312466,Hostel,25108,7.62,105025,Rural,yes,100
414568,2,Single Mother,Own,16923,Govt Job,Contract,183223,89044,No,0,584699,DayScholar,493,7.73,180903,Urban,yes,50
186141,2,Both Alive,Rent,47591,Unemployed,Temporary,118128,9045,No,4,444174,Hostel,16465,8.75,220421,Urban,no,50
898320,1,Both Alive,Rent,62261,Business,Self-employed,167896,20116,No,2,1317477,Hostel,39767,0.27,431471,Rural,no,50
634736,3,Single Father,Own,54336,Business,Temporary,164145,18667,No,3,105696,Hostel,29550,5.62,244497,Urban,no,50
538685,1,Single Father,Rent,74083,Private Job,Self-employed,112651,75057,Yes,1,686067,Hostel,13833,2.14,160592,Urban,no,100
959059,4,Single Father,Rent,60948,Govt Job,Temporary,97624,74205,Yes,3,680608,DayScholar,2970,3.41,422757,Urban,no,100
178031,3,Single Father,Rent,33002,Daily Wage,Contract,157371,27302,No,0,1654173,DayScholar,32779,7.85,458988,Urban,no,50
918232,2,Single Mother,Rent,80098,Unemployed,Contract,189933,11283,No,0,1792258,Hostel,29958,1.92,420566,Rural,no,50
968021,3,Single Mother,Own,73016,Private Job,Permanent,30063,30935,No,3,979224,DayScholar,48319,6.38,44397,Urban,no,0
119180,2,Single Father,Rent,26672,Govt Job,Temporary,69453,72534,No,4,680397,Hostel,17145,6.55,339229,Rural,no,50
66234,3,Single Mother,Rent,4213,Unemployed,Permanent,199544,94342,No,0,77421,Hostel,35953,9.54,326009,Rural,yes,100
564242,3,Single Father,Own,10293,Business,Temporary,102166,31624,Yes,0,246436,Hostel,49177,7.75,318100,Urban,no,100
178352,3,Both Alive,Own,99977,Govt Job,Self-employed,14506,13440,Yes,3,1533659,DayScholar,1806,8.04,420669,Rural,no,100
79459,4,Both Alive,Rent,55860,Govt Job,Self-employed,113604,46501,Yes,0,1361332,DayScholar,5664,5.32,455561,Rural,yes,100
409995,4,Both Alive,Rent,62507,Foreign,Permanent,26026,87333,No,4,491247,DayScholar,28900,1.87,362871,Urban,no,50
195004,1,Single Father,Rent,57134,Govt Job,Temporary,158744,1269,No,4,1596314,DayScholar,14126,4.26,406122,Urban,yes,50
466152,1,Both Alive,Rent,2100,Daily Wage,Permanent,169489,7868,Yes,4,1068067,DayScholar,45662,5.49,277132,Urban,yes,100
941970,2,Single Mother,Own,61997,Govt Job,Contract,52413,30251,Yes,1,127026,Hostel,5154,6.78,158795,Rural,no,100
954443,4,Both Alive,Own,28172,Daily Wage,Permanent,65066,77909,No,4,84804,Hostel,22208,6.08,33800,Rural,yes,0
725256,2,Both Alive,Own,20132,Business,Permanent,190285,84523,Yes,4,1570238,DayScholar,13767,3.94,432323,Rural,no,100
952774,1,Both Alive,Rent,18199,Daily Wage,Self-employed,50971,38729,No,1,889725,DayScholar,20043,2.65,158502,Rural,no,0
59163,2,Single Mother,Rent,36609,Unemployed,Permanent,158353,15734,No,2,1702362,DayScholar,47994,1.68,425751,Urban,yes,100
475853,1,Single Father,Rent,42965,Business,Temporary,113978,42429,Yes,0,772803,Hostel,1525,6.94,199548,Rural,yes,100
51934,4,Single Mother,Rent,8016,Business,Self-employed,159163,41337,Yes,4,1982871,DayScholar,33528,6.45,257653,Urban,yes,100
720255,3,Single Father,Own,39779,Daily Wage,Permanent,50494,40325,Yes,0,1950483,Hostel,16978,6.87,349473,Urban,no,100
425523,4,Single Father,Own,31881,Private Job,Contract,103864,83600,No,3,824746,Hostel,46648,3.73,471014,Urban,no,50
840530,2,Both Alive,Rent,82594,Agriculture,Permanent,149682,62514,No,0,1896891,DayScholar,1055,2.62,52284,Urban,yes,50
454137,2,Single Father,Own,24472,Govt Job,Permanent,132151,8433,Yes,1,497335,Hostel,10046,7.6,56232,Rural,no,100
5486,4,Single Mother,Rent,51813,Foreign,Permanent,95386,9111,No,0,1043061,Hostel,35851,7.74,44420,Urban,no,100
139407,4,Single Mother,Rent,36021,Agriculture,Self-employed,177823,63753,No,0,1407806,DayScholar,15678,4.56,299854,Rural,yes,50
873332,1,Single Father,Own,54131,Govt Job,Temporary,86126,80583,No,0,730989,Hostel,44876,6.12,465713,Urban,yes,0
650308,2,Both Alive,Rent,24087,Govt Job,Contract,186504,73620,Yes,2,1422011,DayScholar,26624,3.74,92035,Urban,yes,100
627083,2,Both Alive,Rent,12828,Business,Permanent,162023,21751,No,2,1300799,Hostel,42418,7.02,433714,Urban,yes,50
220184,4,Single Mother,Own,61610,Govt Job,Temporary,80863,16453,Yes,3,544255,DayScholar,38725,8.36,293427,Rural,yes,100
666490,3,Both Alive,Rent,96664,Foreign,Temporary,78291,85844,Yes,1,1271402,DayScholar,5255,6.88,197241,Urban,yes,100
349652,2,Single Father,Rent,1401,Govt Job,Self-employed,125659,38968,No,0,1363940,Hostel,9411,5.13,465574,Urban,yes,50
761315,3,Single Father,Own,85179,Daily Wage,Contract,190944,30077,Yes,0,1788099,DayScholar,49112,4.59,193529,Urban,yes,100
642612,4,Single Mother,Rent,15193,Agriculture,Self-employed,7235,34775,No,0,1981027,Hostel,42459,6.42,249863,Urban,yes,0
322710,4,Single Father,Own,92389,Daily Wage,Temporary,82733,58144,Yes,0,1753355,Hostel,36163,6.8,25968,Rural,yes,100
197775,1,Single Mother,Rent,44864,Foreign,Temporary,62712,48570,Yes,2,1376851,DayScholar,33971,5.59,62508,Rural,no,100
289336,2,Single Father,Own,20307,Govt Job,Temporary,152545,46097,No,3,491930,Hostel,31235,6.25,235863,Urban,no,50
787494,3,Single Mother,Own,19611,Unemployed,Self-employed,198639,24503,Yes,4,38876,DayScholar,19194,0.97,194292,Urban,yes,100
608364,1,Both Alive,Own,43791,Foreign,Contract,125849,2779,Yes,1,1802380,Hostel,19476,9.52,375579,Rural,no,100
89780,2,Single Father,Rent,11950,Business,Permanent,79823,86840,Yes,0,897880,Hostel,3044,7.91,85366,Rural,no,100
152617,1,Single Father,Own,76240,Daily Wage,Self-employed,104215,755,No,3,1733907,DayScholar,40040,3.74,5738,Rural,no,50
545977,4,Single Mother,Own,77403,Daily Wage,Temporary,32230,39263,No,4,990043,Hostel,21057,5.63,3098,Urban,no,0
797606,2,Single Mother,Own,2745,Private Job,Self-employed,84573,55087,Yes,3,239192,Hostel,3514,0.47,95424,Rural,no,100
350605,1,Single Father,Own,55243,Govt Job,Temporary,199948,42281,Yes,2,1369948,Hostel,9990,0.41,204705,Urban,no,100
912606,1,Single Mother,Own,3866,Business,Permanent,40644,51482,Yes,4,1313343,Hostel,38960,2.51,78672,Rural,yes,100
889465,3,Single Father,Rent,32245,Unemployed,Permanent,179736,54857,No,3,1919503,Hostel,43535,6.9,300388,Rural,yes,50
533636,1,Both Alive,Rent,44724,Daily Wage,Contract,45203,17400,No,2,262313,Hostel,49296,8.52,139325,Urban,no,0
941218,2,Single Mother,Rent,71354,Daily Wage,Temporary,66677,40115,Yes,3,1086837,Hostel,7507,5.59,316477,Rural,no,100
38102,2,Single Father,Rent,51374,Business,Contract,156497,14249,No,3,1165177,Hostel,4857,5.32,125349,Urban,yes,100
74460,3,Both Alive,Rent,30116,Foreign,Contract,123246,46825,No,4,1119836,DayScholar,12118,4.02,50969,Rural,no,100
364778,2,Both Alive,Rent,81029,Foreign,Permanent,84817,24600,No,2,1556790,Hostel,3146,1.62,90744,Urban,no,50
89930,4,Single Father,Rent,93574,Govt Job,Self-employed,69806,37706,No,0,1533163,Hostel,26401,1.18,201495,Rural,no,100
531089,2,Single Mother,Own,20447,Private Job,Self-employed,42814,19222,Yes,1,1012297,DayScholar,49945,7.61,117286,Rural,no,100
627438,2,Single Father,Rent,30431,Daily Wage,Contract,70219,99041,No,4,1455138,DayScholar,26177,9.28,437627,Urban,no,0
727627,1,Both Alive,Own,17908,Private Job,Permanent,180718,41139,No,2,1023847,DayScholar,38524,4.58,75028,Urban,yes,50
179208,1,Single Father,Own,29336,Foreign,Temporary,170956,41302,Yes,3,1547746,Hostel,4414,6.59,297565,Urban,yes,100
154697,2,Single Mother,Rent,40992,Foreign,Self-employed,95345,94684,Yes,2,1639040,DayScholar,17494,9.14,394670,Urban,no,100
213945,3,Both Alive,Own,55350,Agriculture,Contract,100088,87838,No,1,324444,DayScholar,20437,0.9,410738,Rural,yes,50
231915,1,Single Father,Own,69561,Unemployed,Self-employed,69322,68159,No,1,152412,Hostel,3937,7.7,38575,Rural,no,50
727952,3,Single Mother,Own,51955,Govt Job,Self-employed,21650,8646,Yes,0,1576137,Hostel,36731,6.17,3192,Rural,no,100
208124,2,Both Alive,Own,61240,Agriculture,Temporary,94242,13543,Yes,0,829444,DayScholar,21326,5.99,111116,Rural,no,100
437477,2,Single Mother,Rent,20093,Unemployed,Permanent,140262,94496,Yes,1,1749329,DayScholar,38665,2.93,448484,Rural,no,100
525830,4,Both Alive,Rent,6155,Agriculture,Temporary,38196,22785,No,4,1685017,Hostel,8974,6.84,390018,Rural,no,0
283821,1,Single Father,Rent,46607,Agriculture,Permanent,170521,78353,No,4,1526925,Hostel,47145,7.95,81311,Urban,no,50
177804,2,Single Mother,Rent,33487,Govt Job,Self-employed,170733,31406,Yes,3,1918281,Hostel,17500,1.13,403618,Rural,no,100
