Annual_Income,Earning_Members,Parent_Type,House_Type,Parent_Occupation,Land_Owned_Acres,Children_Studying,Any_Disability,Urban_Rural,First_Generation_Learner,Rent_Amount,Job_Type,Loan_Burden,Medical_Expenditure,Annual_College_Fee,Hostel_or_DayScholar,Transport_Cost,Agriculture_Income,Reimbursement_%
386000,2,Both Alive,Rent,Government Job,0.43,3,No,Rural,Yes,1842,Salaried,0,9917,53395,DayScholar,3365,0,97.08
276000,3,Both Alive,Rent,Private Job,1.98,2,No,Rural,Yes,6792,Salaried,200000,8859,134162,DayScholar,3479,0,100.0
360000,3,Both Alive,Own,Unemployed,0.27,3,No,Urban,No,0,None,0,4185,53707,DayScholar,2159,0,82.35
191000,1,Both Alive,Rent,Private Job,1.19,1,No,Rural,Yes,2702,Salaried,30000,8777,114749,DayScholar,3840,0,99.21
129000,1,Both Alive,Own,Government Job,0.99,0,No,Urban,Yes,0,Salaried,50000,10369,105937,DayScholar,2417,0,91.85
311000,3,Both Alive,Own,Government Job,1.99,1,No,Urban,Yes,0,Salaried,200000,2482,116732,Hostel,0,0,84.97
474000,2,Both Alive,Rent,Government Job,0.14,1,No,Rural,Yes,3898,Salaried,0,5444,86416,Hostel,0,0,87.98
504000,1,Both Alive,Rent,Daily Wage,3.8,0,No,Rural,No,5096,Daily Income,150000,8392,121512,DayScholar,3566,0,53.8
241000,1,Both Alive,Own,Business,0.87,2,Yes,Rural,Yes,0,Self Employed,150000,10178,38758,DayScholar,1512,0,100.0
226000,3,Both Alive,Rent,Private Job,5.4,3,No,Urban,Yes,6588,Salaried,200000,8691,97009,DayScholar,3520,0,72.01
150000,2,Both Alive,Rent,Business,2.42,1,No,Urban,Yes,5035,Self Employed,100000,9133,43281,DayScholar,3180,0,91.71
773000,3,Both Alive,Own,Business,0.25,0,No,Urban,Yes,0,Self Employed,150000,8962,144268,DayScholar,845,0,63.79
590000,2,Both Alive,Own,Unemployed,0.06,1,No,Rural,Yes,0,None,100000,14388,62548,DayScholar,1223,0,80.89
98000,2,Both Alive,Rent,Government Job,0.3,3,No,Urban,Yes,4851,Salaried,30000,843,48371,DayScholar,3448,0,100.0
185000,2,Single Parent,Own,Daily Wage,0.75,2,No,Rural,No,0,Daily Income,30000,9898,123899,DayScholar,1601,0,100.0
510000,1,Both Alive,Own,Unemployed,0.19,2,No,Rural,Yes,0,None,200000,3581,107593,Hostel,0,0,95.9
232000,3,Both Alive,Own,Agriculture,0.18,2,Yes,Rural,Yes,0,Daily Income,50000,7137,135977,DayScholar,1537,188899,100.0
712000,3,Both Alive,Rent,Daily Wage,0.62,0,No,Rural,Yes,5080,Daily Income,100000,9949,49644,DayScholar,635,0,72.38
279000,2,Both Alive,Rent,Business,0.03,0,No,Urban,No,3103,Self Employed,100000,2791,123659,Hostel,0,0,96.97
697000,1,Both Alive,Rent,Daily Wage,0.13,2,No,Urban,Yes,4797,Daily Income,150000,2032,53874,DayScholar,2944,0,84.02
117000,1,Single Parent,Own,Government Job,0.54,3,No,Rural,No,0,Salaried,10000,12114,118659,DayScholar,1291,0,100.0
719000,3,Both Alive,Rent,Agriculture,0.07,3,No,Urban,Yes,2097,Daily Income,200000,4862,44281,Hostel,0,88309,100.0
535000,1,Both Alive,Rent,Government Job,0.51,0,No,Rural,No,2144,Salaried,200000,2153,98787,DayScholar,2278,0,87.17
515000,1,Both Alive,Rent,Agriculture,0.64,2,Yes,Rural,Yes,6043,Daily Income,200000,5488,52289,Hostel,0,181340,100.0
420000,2,Both Alive,Rent,Unemployed,0.6,3,No,Rural,No,4402,None,150000,6844,149988,DayScholar,1481,0,99.04
60000,1,Both Alive,Own,Business,2.03,3,No,Urban,Yes,0,Self Employed,10000,8930,35054,DayScholar,1941,0,92.35
446000,2,Both Alive,Rent,Agriculture,0.76,3,No,Rural,Yes,6330,Daily Income,150000,9606,130020,Hostel,0,21865,100.0
407000,3,Both Alive,Own,Agriculture,0.63,0,No,Urban,No,0,Daily Income,200000,1938,137508,Hostel,0,116242,92.57
249000,1,Both Alive,Own,Agriculture,0.53,2,No,Rural,Yes,0,Daily Income,150000,3516,142410,DayScholar,1243,48887,100.0
564000,3,Both Alive,Own,Daily Wage,1.7,1,No,Rural,No,0,Daily Income,200000,10152,96846,Hostel,0,0,68.84
250000,3,Single Parent,Own,Unemployed,2.25,2,No,Rural,Yes,0,None,0,8666,124682,Hostel,0,0,85.75
567000,1,Both Alive,Own,Daily Wage,1.92,2,No,Rural,No,0,Daily Income,0,6889,79769,DayScholar,2253,0,53.72
428000,1,Both Alive,Rent,Business,1.12,0,No,Rural,No,6576,Self Employed,100000,6477,59312,Hostel,0,0,80.58
468000,3,Both Alive,Own,Agriculture,0.15,3,No,Rural,No,0,Daily Income,50000,3579,126517,Hostel,0,177473,94.23
176000,1,Both Alive,Rent,Unemployed,0.32,3,No,Rural,No,5249,None,100000,6795,144186,DayScholar,3952,0,100.0
193000,2,Single Parent,Own,Unemployed,0.05,0,No,Urban,No,0,None,100000,14203,34257,DayScholar,2491,0,100.0
117000,2,Both Alive,Own,Private Job,2.67,0,No,Rural,No,0,Salaried,10000,2758,45846,DayScholar,3428,0,71.41
615000,1,Both Alive,Rent,Business,1.08,0,No,Rural,Yes,7986,Self Employed,150000,9058,52483,DayScholar,1834,0,78.41
744000,3,Single Parent,Own,Unemployed,1.37,0,No,Urban,Yes,0,None,100000,3491,56558,Hostel,0,0,59.06
731000,1,Both Alive,Own,Agriculture,0.37,0,No,Urban,No,0,Daily Income,150000,4241,73188,Hostel,0,178413,69.45
232000,1,Single Parent,Rent,Agriculture,1.87,1,No,Urban,No,6378,Daily Income,0,14381,43012,Hostel,0,128924,85.59
208000,3,Both Alive,Own,Unemployed,0.3,2,Yes,Urban,No,0,None,150000,585,63236,DayScholar,1565,0,100.0
139000,3,Both Alive,Own,Daily Wage,0.0,2,No,Rural,No,0,Daily Income,0,14524,134209,DayScholar,1032,0,100.0
272000,2,Both Alive,Own,Business,0.47,2,No,Rural,No,0,Self Employed,0,14445,75076,DayScholar,3069,0,87.32
262000,3,Both Alive,Rent,Agriculture,0.85,3,No,Rural,Yes,4860,Daily Income,50000,14829,78402,DayScholar,3372,91602,100.0
288000,2,Orphan,Rent,Unemployed,0.65,1,No,Rural,Yes,7108,None,100000,2993,124467,DayScholar,1676,0,100.0
735000,3,Both Alive,Rent,Agriculture,1.98,2,No,Rural,Yes,6207,Daily Income,200000,13407,62076,Hostel,0,98206,71.73
286000,1,Both Alive,Rent,Unemployed,0.11,3,No,Urban,Yes,7895,None,0,6947,110337,DayScholar,1817,0,100.0
718000,2,Both Alive,Own,Business,0.81,1,No,Rural,Yes,0,Self Employed,100000,8823,145827,Hostel,0,0,65.16
591000,2,Both Alive,Own,Unemployed,0.72,1,No,Rural,No,0,None,200000,8088,105164,Hostel,0,0,76.41
500000,2,Both Alive,Rent,Private Job,0.33,3,No,Rural,No,3170,Salaried,150000,1403,104264,DayScholar,1635,0,96.28
461000,1,Single Parent,Own,Unemployed,1.73,1,No,Urban,Yes,0,None,100000,12148,47335,DayScholar,1698,0,77.53
106000,1,Both Alive,Own,Unemployed,1.4,3,No,Rural,Yes,0,None,10000,5583,73773,DayScholar,2345,0,99.3
292000,1,Both Alive,Own,Business,1.32,2,No,Urban,Yes,0,Self Employed,100000,9913,82158,DayScholar,1825,0,87.75
364000,1,Both Alive,Own,Unemployed,2.09,3,Yes,Rural,Yes,0,None,150000,6690,58570,Hostel,0,0,100.0
585000,1,Both Alive,Rent,Business,1.28,1,No,Urban,Yes,7844,Self Employed,150000,10455,117995,DayScholar,2039,0,77.5
202000,2,Both Alive,Own,Private Job,0.26,2,No,Rural,Yes,0,Salaried,100000,3304,70658,DayScholar,1233,0,100.0
474000,1,Both Alive,Own,Business,1.22,2,No,Rural,Yes,0,Self Employed,50000,1726,89184,Hostel,0,0,76.59
572000,2,Single Parent,Own,Agriculture,0.37,0,No,Urban,Yes,0,Daily Income,0,1784,102613,DayScholar,3792,157410,82.23
432000,1,Both Alive,Rent,Business,0.28,0,No,Rural,No,5606,Self Employed,150000,1189,88194,DayScholar,3742,0,92.3
625000,3,Both Alive,Own,Private Job,0.08,1,No,Urban,Yes,0,Salaried,50000,5643,97507,DayScholar,2865,0,70.41
318000,2,Both Alive,Own,Government Job,1.36,3,No,Rural,Yes,0,Salaried,150000,5282,141872,DayScholar,1495,0,96.58
715000,3,Single Parent,Rent,Unemployed,1.24,3,No,Rural,Yes,5562,None,100000,5381,63959,DayScholar,2760,0,83.24
530000,2,Both Alive,Rent,Business,0.27,1,No,Rural,Yes,3113,Self Employed,50000,13127,83072,DayScholar,752,0,86.94
71000,3,Both Alive,Own,Unemployed,1.38,2,No,Urban,No,0,None,0,5007,75588,Hostel,0,0,88.05
389000,1,Both Alive,Own,Daily Wage,2.5,1,No,Rural,No,0,Daily Income,0,2496,70533,Hostel,0,0,57.07
795000,1,Both Alive,Own,Agriculture,0.11,1,No,Rural,Yes,0,Daily Income,0,4881,138558,Hostel,0,172542,68.81
417000,1,Both Alive,Own,Agriculture,0.26,2,No,Rural,No,0,Daily Income,150000,8180,98582,Hostel,0,26220,100.0
467000,2,Both Alive,Own,Daily Wage,1.39,3,No,Urban,Yes,0,Daily Income,0,9801,91743,DayScholar,2039,0,70.48
727000,3,Both Alive,Own,Daily Wage,0.32,1,No,Rural,No,0,Daily Income,200000,13637,74518,DayScholar,3636,0,71.15
432000,1,Both Alive,Own,Business,0.98,3,Yes,Rural,Yes,0,Self Employed,50000,929,42703,Hostel,0,0,100.0
67000,3,Single Parent,Own,Daily Wage,0.08,1,No,Urban,Yes,0,Daily Income,10000,6200,79456,Hostel,0,0,100.0
181000,3,Single Parent,Rent,Government Job,0.6,2,No,Urban,No,7543,Salaried,50000,12818,85491,Hostel,0,0,100.0
407000,1,Both Alive,Rent,Unemployed,1.34,2,No,Rural,No,6379,None,50000,4281,38043,DayScholar,1766,0,81.92
735000,1,Both Alive,Rent,Unemployed,1.16,0,No,Rural,No,3866,None,150000,9294,133212,DayScholar,3445,0,63.62
149000,3,Both Alive,Own,Private Job,1.69,2,No,Rural,Yes,0,Salaried,50000,9131,138931,DayScholar,1660,0,93.82
707000,1,Both Alive,Own,Daily Wage,2.1,0,No,Rural,Yes,0,Daily Income,100000,9676,98340,DayScholar,2794,0,50.55
757000,1,Both Alive,Rent,Daily Wage,1.48,1,No,Rural,No,7472,Daily Income,150000,5968,40176,Hostel,0,0,62.09
375000,1,Both Alive,Own,Government Job,1.11,3,No,Urban,Yes,0,Salaried,150000,10610,33936,Hostel,0,0,91.17
237000,2,Both Alive,Own,Agriculture,0.03,2,No,Rural,Yes,0,Daily Income,150000,5007,61174,Hostel,0,107562,100.0
599000,3,Single Parent,Rent,Agriculture,0.77,2,No,Rural,Yes,2581,Daily Income,0,1027,112632,Hostel,0,94310,94.59
791000,3,Both Alive,Rent,Unemployed,0.04,2,No,Rural,Yes,7099,None,150000,13097,118768,DayScholar,1516,0,82.6
100000,2,Both Alive,Rent,Unemployed,1.65,1,No,Rural,Yes,3533,None,100000,3496,138177,DayScholar,1053,0,100.0
799000,3,Both Alive,Own,Business,0.39,0,No,Urban,Yes,0,Self Employed,50000,3967,55909,DayScholar,1308,0,52.81
763000,1,Both Alive,Own,Government Job,0.83,1,No,Rural,Yes,0,Salaried,0,14599,74158,DayScholar,1470,0,54.06
561000,3,Both Alive,Rent,Private Job,0.33,3,No,Rural,No,7704,Salaried,150000,1861,38366,Hostel,0,0,92.2
204000,1,Both Alive,Own,Private Job,1.53,1,No,Urban,Yes,0,Salaried,200000,7317,115125,Hostel,0,0,96.53
260000,2,Both Alive,Rent,Government Job,2.18,3,No,Rural,Yes,6141,Salaried,200000,14826,84337,DayScholar,3568,0,100.0
783000,1,Both Alive,Rent,Private Job,0.51,2,No,Urban,Yes,5153,Salaried,50000,1203,89331,DayScholar,3501,0,66.73
520000,3,Both Alive,Rent,Agriculture,1.99,3,No,Urban,No,1996,Daily Income,150000,1162,142918,Hostel,0,113938,75.05
791000,3,Both Alive,Own,Private Job,0.31,3,No,Rural,Yes,0,Salaried,0,9056,92197,DayScholar,2333,0,63.16
617000,3,Single Parent,Own,Private Job,0.76,0,No,Rural,No,0,Salaried,200000,9614,102042,DayScholar,1814,0,79.29
606000,2,Single Parent,Rent,Government Job,1.96,3,No,Rural,Yes,6688,Salaried,100000,6756,80924,DayScholar,3993,0,83.64
312000,2,Single Parent,Rent,Government Job,0.39,3,No,Urban,No,3708,Salaried,150000,12548,58842,DayScholar,3638,0,100.0
449000,3,Both Alive,Rent,Private Job,3.08,1,No,Urban,Yes,7233,Salaried,150000,8867,47458,DayScholar,1774,0,69.36
653000,1,Both Alive,Own,Daily Wage,0.13,2,No,Urban,Yes,0,Daily Income,100000,13960,117367,DayScholar,3612,0,75.01
315000,2,Orphan,Own,Government Job,0.02,1,No,Urban,No,0,Salaried,200000,5797,95382,DayScholar,598,0,100.0
768000,3,Both Alive,Rent,Business,2.34,1,No,Urban,No,7188,Self Employed,100000,9627,104319,DayScholar,3877,0,45.17
509000,3,Both Alive,Rent,Business,0.07,2,No,Rural,Yes,5166,Self Employed,50000,9073,41170,Hostel,0,0,93.26
69000,2,Both Alive,Rent,Agriculture,4.81,2,No,Rural,Yes,2908,Daily Income,100000,5878,149952,DayScholar,1979,182680,81.25
301000,2,Both Alive,Own,Private Job,3.02,3,No,Rural,Yes,0,Salaried,0,14000,110145,Hostel,0,0,69.97
310000,2,Single Parent,Rent,Daily Wage,0.15,3,No,Rural,No,5577,Daily Income,200000,805,135626,Hostel,0,0,100.0
64000,1,Both Alive,Rent,Agriculture,0.77,0,No,Rural,Yes,7542,Daily Income,10000,5997,74942,DayScholar,1722,144143,100.0
178000,1,Both Alive,Rent,Private Job,0.2,1,No,Urban,Yes,2977,Salaried,50000,5197,118571,DayScholar,2182,0,100.0
433000,3,Both Alive,Own,Government Job,0.56,2,No,Urban,Yes,0,Salaried,150000,2890,46208,Hostel,0,0,89.55
124000,2,Both Alive,Own,Business,0.06,3,No,Rural,No,0,Self Employed,50000,10895,65178,Hostel,0,0,100.0
205000,1,Single Parent,Rent,Unemployed,0.25,2,No,Rural,No,3897,None,50000,13499,109172,Hostel,0,0,100.0
283000,2,Both Alive,Own,Daily Wage,0.45,3,No,Rural,No,0,Daily Income,50000,7722,39039,DayScholar,1504,0,93.73
298000,3,Both Alive,Own,Unemployed,0.58,0,No,Rural,Yes,0,None,150000,8433,44990,Hostel,0,0,96.39
236000,1,Single Parent,Rent,Business,3.79,0,No,Rural,No,2149,Self Employed,200000,1965,36441,Hostel,0,0,83.76
341000,1,Both Alive,Own,Unemployed,1.65,2,No,Rural,No,0,None,50000,8352,104221,DayScholar,3648,0,75.37
122000,1,Both Alive,Rent,Government Job,1.34,0,No,Rural,No,2999,Salaried,0,11963,109314,Hostel,0,0,91.02
276000,3,Both Alive,Own,Private Job,0.77,2,No,Urban,Yes,0,Salaried,0,902,75959,DayScholar,1635,0,86.18
748000,2,Both Alive,Rent,Government Job,1.83,3,No,Rural,Yes,2095,Salaried,0,13401,56862,DayScholar,3408,0,59.49
520000,1,Both Alive,Rent,Unemployed,0.41,1,No,Rural,No,2478,None,200000,7440,57273,Hostel,0,0,92.13
669000,3,Both Alive,Own,Government Job,1.23,0,No,Urban,Yes,0,Salaried,50000,3170,123949,DayScholar,2205,0,53.46
164000,2,Both Alive,Own,Business,5.08,3,No,Rural,Yes,0,Self Employed,50000,8595,72500,DayScholar,1017,0,63.37
158000,3,Both Alive,Own,Daily Wage,0.38,1,No,Rural,No,0,Daily Income,10000,10493,33956,DayScholar,1720,0,93.59
570000,2,Single Parent,Own,Government Job,1.12,1,No,Rural,No,0,Salaried,200000,11342,102089,DayScholar,3669,0,81.99
444000,3,Both Alive,Rent,Business,1.86,1,No,Rural,No,3201,Self Employed,200000,8868,118789,Hostel,0,0,83.33
464000,2,Both Alive,Rent,Daily Wage,2.47,3,No,Urban,No,2786,Daily Income,100000,5044,119451,DayScholar,729,0,70.25
577000,1,Both Alive,Own,Private Job,1.27,3,No,Rural,Yes,0,Salaried,100000,9434,147782,DayScholar,1691,0,76.18
535000,2,Both Alive,Own,Unemployed,0.33,2,Yes,Rural,Yes,0,None,0,6160,32365,Hostel,0,0,100.0
768000,3,Both Alive,Own,Private Job,0.39,1,No,Rural,Yes,0,Salaried,200000,6574,102204,Hostel,0,0,73.74
704000,3,Single Parent,Rent,Agriculture,0.02,1,Yes,Urban,Yes,2447,Daily Income,200000,2848,35000,Hostel,0,60868,100.0
496000,2,Single Parent,Own,Business,1.43,1,No,Rural,Yes,0,Self Employed,100000,7350,87072,Hostel,0,0,82.06
82000,1,Both Alive,Rent,Daily Wage,0.04,2,No,Rural,Yes,2257,Daily Income,0,4902,82499,DayScholar,2742,0,100.0
624000,1,Orphan,Rent,Government Job,2.0,1,No,Urban,Yes,7396,Salaried,150000,1250,99211,Hostel,0,0,88.0
736000,2,Both Alive,Rent,Private Job,0.13,3,No,Urban,No,4888,Salaried,0,9560,42907,Hostel,0,0,66.56
773000,2,Both Alive,Own,Daily Wage,0.19,1,Yes,Rural,No,0,Daily Income,150000,4562,47336,DayScholar,2901,0,90.37
517000,3,Both Alive,Rent,Business,0.65,0,No,Rural,No,3341,Self Employed,150000,12659,115220,Hostel,0,0,83.08
142000,1,Single Parent,Own,Agriculture,1.34,3,No,Rural,No,0,Daily Income,0,7934,123847,DayScholar,1572,65805,100.0
204000,2,Both Alive,Own,Private Job,0.15,2,No,Urban,No,0,Salaried,50000,8905,82331,DayScholar,963,0,94.88
144000,1,Both Alive,Rent,Unemployed,0.58,1,No,Rural,No,2604,None,50000,2117,110672,Hostel,0,0,100.0
137000,2,Both Alive,Rent,Daily Wage,0.66,0,No,Rural,No,2161,Daily Income,0,14451,139459,DayScholar,3397,0,96.53
516000,2,Both Alive,Own,Unemployed,0.24,2,No,Urban,No,0,None,150000,3030,107755,DayScholar,1473,0,81.07
60000,1,Both Alive,Own,Daily Wage,0.12,2,No,Urban,No,0,Daily Income,0,3833,98783,Hostel,0,0,100.0
110000,2,Single Parent,Own,Daily Wage,1.81,3,No,Rural,No,0,Daily Income,100000,7734,99951,Hostel,0,0,100.0
744000,2,Single Parent,Own,Business,0.7,2,No,Rural,Yes,0,Self Employed,50000,10289,82509,DayScholar,2496,0,71.52
776000,3,Both Alive,Own,Business,0.01,2,No,Rural,Yes,0,Self Employed,0,14968,36472,DayScholar,3406,0,64.04
505000,2,Single Parent,Own,Business,1.62,2,No,Urban,Yes,0,Self Employed,150000,6268,52380,DayScholar,1070,0,82.59
508000,2,Both Alive,Own,Government Job,3.95,2,No,Urban,Yes,0,Salaried,50000,8207,133152,Hostel,0,0,44.19
547000,2,Orphan,Rent,Daily Wage,0.93,1,No,Rural,Yes,7325,Daily Income,200000,1011,57280,DayScholar,3908,0,100.0
93000,3,Both Alive,Rent,Private Job,0.7,1,No,Urban,Yes,1671,Salaried,10000,5582,51859,DayScholar,1282,0,100.0
407000,1,Both Alive,Rent,Unemployed,2.11,1,No,Rural,Yes,5860,None,50000,7360,129341,DayScholar,620,0,77.55
154000,3,Both Alive,Own,Business,3.05,1,No,Rural,Yes,0,Self Employed,50000,752,78402,DayScholar,1265,0,77.46
131000,3,Single Parent,Rent,Business,1.4,0,No,Urban,No,6645,Self Employed,0,4633,38262,DayScholar,3975,0,93.84
610000,1,Both Alive,Rent,Unemployed,0.59,1,No,Rural,Yes,7088,None,0,9320,41066,DayScholar,1272,0,74.58
213000,3,Both Alive,Rent,Unemployed,0.9,2,No,Rural,No,3385,None,0,3976,45554,DayScholar,2643,0,95.15
309000,1,Both Alive,Rent,Daily Wage,1.21,1,No,Rural,No,1975,Daily Income,100000,9678,37008,DayScholar,3685,0,90.67
733000,3,Both Alive,Rent,Business,0.22,1,No,Urban,Yes,7999,Self Employed,0,2225,117851,Hostel,0,0,65.9
497000,1,Both Alive,Own,Unemployed,0.59,3,No,Urban,No,0,None,150000,2593,110799,DayScholar,2509,0,81.99
177000,2,Both Alive,Own,Government Job,1.77,2,No,Rural,Yes,0,Salaried,10000,14265,46238,DayScholar,1039,0,88.02
365000,3,Single Parent,Rent,Government Job,1.06,1,No,Rural,Yes,3811,Salaried,0,2201,133946,Hostel,0,0,94.46
327000,3,Both Alive,Rent,Business,0.53,1,No,Urban,Yes,2661,Self Employed,50000,8996,112025,DayScholar,3783,0,94.02
113000,3,Both Alive,Rent,Unemployed,1.09,1,No,Urban,Yes,2315,None,50000,6334,47153,Hostel,0,0,100.0
295000,3,Both Alive,Own,Daily Wage,0.13,0,No,Urban,Yes,0,Daily Income,0,12770,89353,DayScholar,2163,0,85.04
448000,2,Single Parent,Own,Daily Wage,0.51,1,No,Rural,Yes,0,Daily Income,0,10972,82092,DayScholar,2880,0,86.17
793000,3,Single Parent,Own,Daily Wage,1.58,3,No,Rural,Yes,0,Daily Income,50000,4840,142835,Hostel,0,0,62.82
460000,2,Both Alive,Rent,Agriculture,0.25,2,No,Rural,Yes,6161,Daily Income,150000,14532,73152,DayScholar,3939,65778,100.0
683000,2,Both Alive,Rent,Business,0.21,2,No,Urban,Yes,1961,Self Employed,50000,3307,79104,Hostel,0,0,76.29
362000,2,Both Alive,Own,Daily Wage,3.01,1,No,Rural,No,0,Daily Income,0,11578,54283,DayScholar,1005,0,53.99
266000,2,Both Alive,Own,Government Job,0.24,1,No,Urban,Yes,0,Salaried,150000,12146,76429,DayScholar,3547,0,100.0
288000,1,Single Parent,Own,Unemployed,0.3,1,No,Rural,Yes,0,None,100000,6801,107223,Hostel,0,0,100.0
637000,1,Both Alive,Rent,Private Job,3.49,2,No,Rural,Yes,1580,Salaried,0,8072,118534,Hostel,0,0,48.02
134000,3,Both Alive,Rent,Private Job,1.33,2,No,Urban,Yes,4304,Salaried,10000,1524,84957,Hostel,0,0,99.1
494000,1,Both Alive,Rent,Daily Wage,1.2,0,No,Rural,Yes,7533,Daily Income,100000,13004,58887,DayScholar,2071,0,81.4
162000,1,Single Parent,Own,Private Job,1.92,3,No,Urban,No,0,Salaried,100000,3475,76172,DayScholar,1013,0,95.7
481000,3,Both Alive,Rent,Private Job,0.12,0,No,Urban,Yes,7026,Salaried,100000,9198,34355,Hostel,0,0,88.6
763000,3,Both Alive,Own,Agriculture,1.22,3,No,Rural,No,0,Daily Income,50000,5356,63701,Hostel,0,198263,64.27
797000,3,Both Alive,Rent,Government Job,0.7,0,No,Rural,No,6194,Salaried,100000,11643,71534,Hostel,0,0,59.93
365000,1,Single Parent,Own,Government Job,1.77,2,No,Rural,Yes,0,Salaried,50000,7224,101442,DayScholar,2724,0,86.61
157000,1,Both Alive,Own,Agriculture,0.71,0,No,Rural,Yes,0,Daily Income,50000,9745,91274,DayScholar,3835,179846,100.0
394000,3,Both Alive,Rent,Agriculture,0.97,3,No,Rural,No,3434,Daily Income,150000,11366,108108,Hostel,0,147343,100.0
494000,2,Both Alive,Rent,Private Job,0.65,1,Yes,Urban,No,6672,Salaried,200000,3067,42279,DayScholar,1026,0,100.0
506000,3,Both Alive,Own,Business,0.65,3,No,Urban,Yes,0,Self Employed,150000,10596,73491,Hostel,0,0,86.81
367000,2,Both Alive,Rent,Unemployed,1.46,1,No,Rural,No,4023,None,150000,13062,106147,DayScholar,778,0,88.35
308000,2,Both Alive,Own,Unemployed,0.99,2,No,Urban,No,0,None,150000,5087,38261,DayScholar,3253,0,87.79
225000,3,Both Alive,Own,Private Job,1.0,3,No,Rural,Yes,0,Salaried,50000,5422,34474,DayScholar,3769,0,98.34
540000,3,Both Alive,Own,Unemployed,0.6,0,No,Urban,No,0,None,50000,5546,121414,DayScholar,1872,0,62.11
394000,3,Both Alive,Own,Agriculture,0.76,3,No,Rural,Yes,0,Daily Income,200000,3394,58390,DayScholar,2446,58664,100.0
601000,1,Single Parent,Own,Government Job,1.37,1,No,Rural,Yes,0,Salaried,50000,7703,56925,DayScholar,1944,0,71.67
165000,2,Both Alive,Own,Unemployed,1.75,2,No,Urban,No,0,None,100000,7978,112174,DayScholar,3876,0,86.12
622000,1,Single Parent,Own,Private Job,1.19,0,No,Urban,No,0,Salaried,50000,5774,89051,Hostel,0,0,58.99
140000,1,Both Alive,Rent,Business,2.58,3,No,Rural,Yes,2119,Self Employed,100000,9792,119007,Hostel,0,0,100.0
192000,3,Both Alive,Own,Private Job,1.72,1,No,Rural,Yes,0,Salaried,50000,12353,34787,Hostel,0,0,87.66
197000,1,Both Alive,Rent,Daily Wage,0.83,0,No,Urban,No,6372,Daily Income,100000,10328,141879,DayScholar,563,0,94.79
243000,3,Both Alive,Own,Private Job,1.11,2,No,Rural,No,0,Salaried,50000,10147,103398,Hostel,0,0,87.08
460000,2,Both Alive,Rent,Agriculture,2.61,0,No,Urban,No,3837,Daily Income,200000,4113,88177,Hostel,0,71119,68.08
389000,3,Both Alive,Own,Government Job,0.97,2,No,Rural,No,0,Salaried,100000,538,73724,DayScholar,1262,0,82.62
567000,1,Both Alive,Own,Government Job,1.74,0,No,Rural,No,0,Salaried,0,3584,40663,Hostel,0,0,49.45
128000,1,Single Parent,Own,Unemployed,1.17,3,No,Urban,Yes,0,None,50000,6765,46120,DayScholar,3588,0,100.0
605000,3,Both Alive,Own,Agriculture,0.8,1,No,Rural,Yes,0,Daily Income,0,12931,52740,DayScholar,2990,58230,74.9
112000,3,Single Parent,Own,Daily Wage,0.28,3,No,Rural,Yes,0,Daily Income,100000,11423,132046,DayScholar,640,0,100.0
509000,1,Both Alive,Rent,Agriculture,0.56,3,No,Urban,No,4942,Daily Income,100000,7098,32035,DayScholar,1831,76049,95.52
264000,2,Both Alive,Rent,Private Job,3.43,2,No,Rural,No,4211,Salaried,200000,2915,130271,DayScholar,943,0,83.33
185000,2,Both Alive,Rent,Agriculture,1.07,2,No,Urban,Yes,3837,Daily Income,0,1258,87443,DayScholar,3043,143273,100.0
102000,3,Both Alive,Rent,Agriculture,0.83,2,No,Urban,Yes,2791,Daily Income,100000,4842,97388,Hostel,0,139466,100.0
170000,2,Both Alive,Own,Daily Wage,2.7,3,No,Urban,Yes,0,Daily Income,0,7566,82335,DayScholar,1998,0,77.79
722000,1,Both Alive,Own,Private Job,0.88,0,No,Rural,Yes,0,Salaried,150000,3616,73315,Hostel,0,0,65.17
242000,3,Both Alive,Own,Business,0.75,0,No,Urban,Yes,0,Self Employed,100000,1264,94165,Hostel,0,0,90.55
154000,1,Both Alive,Own,Business,1.42,3,No,Rural,Yes,0,Self Employed,0,11114,134922,DayScholar,2325,0,95.11
433000,1,Both Alive,Own,Government Job,1.25,3,No,Rural,Yes,0,Salaried,150000,10006,76627,Hostel,0,0,89.95
579000,2,Single Parent,Own,Unemployed,0.21,1,No,Rural,Yes,0,None,0,12994,38303,Hostel,0,0,80.29
419000,3,Single Parent,Own,Agriculture,0.64,2,No,Rural,Yes,0,Daily Income,0,12687,139654,Hostel,0,133812,99.87
755000,3,Both Alive,Own,Government Job,0.64,2,No,Rural,Yes,0,Salaried,100000,14806,79334,Hostel,0,0,67.31
340000,2,Both Alive,Rent,Daily Wage,0.48,3,No,Rural,No,5512,Daily Income,200000,4529,85892,Hostel,0,0,100.0
254000,1,Both Alive,Rent,Business,0.73,3,No,Rural,Yes,2204,Self Employed,0,12385,91196,Hostel,0,0,100.0
254000,1,Both Alive,Own,Agriculture,0.53,0,No,Urban,No,0,Daily Income,0,11877,95700,DayScholar,3711,140848,87.95
726000,1,Single Parent,Rent,Daily Wage,0.22,3,No,Rural,No,2504,Daily Income,50000,11558,69726,DayScholar,892,0,82.32
152000,1,Both Alive,Rent,Unemployed,0.53,0,No,Urban,Yes,4960,None,100000,6945,130441,Hostel,0,0,100.0
