Annual_Income,Earning_Members,Parent_Type,House_Type,Rent_Amount,Parent_Occupation,Job_Type,Loan_Burden,Medical_Expenditure,Disability_Family,No_of_Children_Studying,Annual_College_Fee,Hostel_or_DayScholar,Transport_Cost,Land_Owned_Acres,Agriculture_Income,Urban_Rural,First_Generation_Learner
661417,2,Both Alive,Rent,8908,Govt Job,Permanent,0,10722,0,3,59021,Hostel,0,0.6,0,Rural,yes
668692,2,Single Father,Rent,9897,Business,Contract,98330,33282,1,1,95777,DayScholar,757,4.55,0,Rural,no
786176,4,Single Father,Own,0,Other,Contract,92954,33649,0,3,112129,Hostel,0,4.14,0,Rural,no
582282,3,Both Alive,Rent,8769,Other,Self-employed,91440,27298,0,2,90959,Hostel,0,1.79,0,Rural,no
202823,1,Single Father,Own,0,Foreign,Self-employed,0,23384,0,2,24422,Hostel,0,0.26,0,Urban,yes
214791,2,Single Father,Own,0,Other,Permanent,0,20682,1,2,142260,DayScholar,3556,1.5,0,Urban,no
507010,4,Single Mother,Rent,2697,Govt Job,Contract,0,19102,1,2,51644,Hostel,0,2.8,0,Urban,no
586529,2,Single Mother,Rent,7606,Daily Wage,Contract,0,13110,0,1,48768,Hostel,0,3.68,0,Rural,yes
379659,2,Single Mother,Rent,5807,Other,Permanent,0,12371,1,3,28351,DayScholar,2119,2.2,0,Rural,no
319742,3,Single Mother,Own,0,Business,Contract,112745,11101,1,1,29263,Hostel,0,4.13,0,Urban,yes
87318,4,Single Father,Own,0,Govt Job,Self-employed,0,10434,1,1,53652,Hostel,0,3.84,0,Urban,no
388269,1,Single Father,Own,0,Other,Permanent,125533,28947,0,3,140823,DayScholar,3696,4.73,0,Rural,no
133407,3,Single Mother,Rent,6107,Govt Job,Self-employed,0,17575,0,1,111203,Hostel,0,0.02,0,Urban,yes
611452,3,Single Father,Own,0,Other,Contract,112184,494,0,1,117345,DayScholar,900,3.69,0,Rural,yes
888948,1,Single Father,Rent,5702,Agriculture,Contract,120292,27055,0,3,18296,DayScholar,3264,2.94,36342,Rural,yes
413954,1,Both Alive,Rent,5530,Agriculture,Self-employed,83797,25370,1,1,36034,DayScholar,1687,3.43,82023,Rural,yes
168233,4,Single Father,Rent,6130,Daily Wage,Contract,0,10185,0,2,18050,DayScholar,4786,4.32,0,Urban,yes
211434,1,Both Alive,Rent,5848,Daily Wage,Permanent,56195,44398,0,4,116393,DayScholar,3671,4.25,0,Urban,yes
816686,4,Single Mother,Own,0,Foreign,Permanent,0,29027,1,4,64811,DayScholar,3538,2.86,0,Urban,yes
862081,1,Single Mother,Rent,7602,Private Job,Self-employed,87681,37051,1,2,54627,DayScholar,721,3.19,0,Urban,no
676794,4,Single Father,Own,0,Business,Contract,0,30866,1,1,49413,DayScholar,3221,2.98,0,Rural,no
105171,4,Single Father,Rent,6203,Daily Wage,Permanent,0,29886,0,1,18355,Hostel,0,2.12,0,Rural,yes
376602,2,Single Father,Own,0,Agriculture,Permanent,79081,41149,1,4,86334,Hostel,0,3.6,24464,Urban,no
549444,3,Single Mother,Rent,8129,Business,Permanent,0,44166,0,3,64285,DayScholar,3452,4.27,0,Rural,yes
773724,1,Single Father,Own,0,Daily Wage,Contract,0,23379,1,2,126009,Hostel,0,0.44,0,Urban,no
674125,1,Both Alive,Own,0,Agriculture,Self-employed,49905,23829,1,4,42353,Hostel,0,3.76,84383,Rural,no
115775,4,Single Father,Own,0,Agriculture,Permanent,0,44763,1,3,62973,Hostel,0,4.02,72702,Urban,yes
132961,3,Single Mother,Own,0,Daily Wage,Contract,0,45636,0,2,83663,DayScholar,4050,3.73,0,Rural,yes
382649,2,Both Alive,Rent,3163,Business,Permanent,119074,36855,0,2,67296,Hostel,0,2,0,Urban,yes
585114,4,Single Father,Own,0,Daily Wage,Self-employed,0,25534,0,3,99301,Hostel,0,2.63,0,Rural,no
782741,1,Both Alive,Rent,6133,Business,Self-employed,143520,27626,1,2,137941,DayScholar,4977,2.73,0,Urban,yes
935297,3,Single Father,Rent,4893,Private Job,Permanent,160107,15936,0,1,65594,Hostel,0,3.46,0,Urban,no
640515,2,Single Father,Own,0,Govt Job,Contract,195065,23262,1,2,59516,Hostel,0,0.41,0,Rural,yes
978450,2,Single Mother,Own,0,Govt Job,Self-employed,72675,30709,1,2,133161,Hostel,0,1.43,0,Urban,no
193322,2,Both Alive,Rent,3676,Daily Wage,Contract,146352,38254,1,4,85991,Hostel,0,2.7,0,Rural,no
994047,1,Both Alive,Rent,8702,Govt Job,Self-employed,155371,19393,0,1,107793,Hostel,0,2.3,0,Rural,yes
905427,2,Single Mother,Rent,2365,Govt Job,Self-employed,160725,38410,1,2,15668,Hostel,0,3.41,0,Urban,yes
445095,1,Single Father,Own,0,Foreign,Contract,0,41053,1,4,88036,DayScholar,1685,3.43,0,Rural,no
425180,4,Single Mother,Rent,6828,Other,Self-employed,124849,38912,1,1,106208,Hostel,0,1.61,0,Urban,no
115441,2,Both Alive,Rent,5802,Govt Job,Contract,96047,14888,1,2,57624,DayScholar,2452,3.21,0,Rural,yes
195383,3,Single Father,Rent,3004,Other,Permanent,0,14376,0,4,32013,Hostel,0,0.29,0,Urban,no
699385,1,Single Mother,Own,0,Daily Wage,Contract,83960,17633,0,3,122132,Hostel,0,1.96,0,Rural,no
207028,1,Both Alive,Rent,8161,Govt Job,Self-employed,0,29221,0,1,42703,Hostel,0,3.98,0,Rural,no
287575,1,Single Father,Own,0,Private Job,Permanent,65953,45115,0,3,101515,DayScholar,949,1.92,0,Rural,no
175676,3,Single Father,Rent,3723,Other,Self-employed,0,28560,0,1,63697,DayScholar,2339,4.09,0,Urban,no
939455,3,Both Alive,Own,0,Daily Wage,Permanent,0,45796,1,3,104321,Hostel,0,0.5,0,Urban,no
740833,1,Single Father,Rent,8442,Private Job,Contract,26553,20157,0,2,82118,Hostel,0,1.35,0,Rural,no
301725,2,Single Father,Own,0,Agriculture,Self-employed,0,39982,0,3,22586,DayScholar,3052,4.45,69200,Rural,yes
532327,3,Both Alive,Rent,9970,Daily Wage,Self-employed,0,5751,0,3,24939,DayScholar,1930,2.17,0,Urban,no
566027,1,Single Father,Rent,6626,Other,Self-employed,93328,23538,1,2,22376,DayScholar,3347,0.13,0,Rural,yes
567629,1,Single Father,Rent,7189,Agriculture,Permanent,0,29060,0,1,115635,DayScholar,4480,2.93,59114,Urban,yes
774165,4,Single Mother,Rent,6821,Business,Contract,0,13023,1,1,36549,Hostel,0,2.79,0,Urban,yes
259010,3,Single Mother,Rent,8049,Govt Job,Contract,0,29202,0,4,22409,DayScholar,992,3.33,0,Rural,no
561286,4,Single Mother,Rent,2525,Foreign,Self-employed,0,15661,1,3,116186,Hostel,0,3.94,0,Rural,no
412135,2,Single Father,Rent,5425,Daily Wage,Self-employed,0,3608,0,4,32626,Hostel,0,2.76,0,Rural,yes
672414,2,Single Mother,Own,0,Agriculture,Contract,0,48884,1,4,35194,Hostel,0,2.89,45174,Rural,yes
577532,1,Both Alive,Rent,3264,Agriculture,Contract,35354,11717,1,2,78840,Hostel,0,2.69,58840,Rural,no
838774,4,Both Alive,Rent,5263,Govt Job,Permanent,129013,32416,1,1,28972,DayScholar,2044,0.26,0,Rural,no
671896,3,Single Father,Rent,6828,Foreign,Contract,190670,44916,1,1,38784,DayScholar,2912,1.3,0,Urban,yes
406164,2,Single Mother,Own,0,Private Job,Permanent,151596,36181,0,3,116455,DayScholar,2321,4.12,0,Urban,no
835221,2,Single Mother,Own,0,Daily Wage,Permanent,0,14765,1,2,119314,DayScholar,1686,0.94,0,Rural,yes
757412,2,Single Mother,Rent,9143,Foreign,Self-employed,0,16240,1,4,133660,DayScholar,3512,3.27,0,Urban,yes
769829,1,Single Father,Rent,9812,Daily Wage,Permanent,0,47907,1,2,28424,DayScholar,2605,1.58,0,Urban,no
234892,1,Single Mother,Rent,7372,Foreign,Self-employed,0,38894,0,2,65241,DayScholar,2008,1.7,0,Rural,no
781440,2,Single Father,Rent,3920,Other,Self-employed,0,42943,1,3,41038,DayScholar,3575,1.78,0,Urban,yes
823687,3,Single Mother,Own,0,Business,Contract,0,19100,1,2,124510,Hostel,0,1.68,0,Urban,no
304182,3,Single Mother,Rent,8709,Daily Wage,Permanent,0,16884,1,1,111037,Hostel,0,2.9,0,Urban,yes
189348,4,Single Mother,Rent,8501,Govt Job,Contract,0,38209,0,1,33397,DayScholar,3085,4.81,0,Rural,no
856396,4,Single Father,Own,0,Govt Job,Self-employed,0,3694,0,4,17391,Hostel,0,2.08,0,Urban,no
818900,4,Both Alive,Rent,9100,Business,Permanent,0,32388,1,1,116016,Hostel,0,3.55,0,Rural,no
900748,4,Single Mother,Own,0,Foreign,Self-employed,0,7692,1,1,141730,Hostel,0,1.36,0,Urban,yes
132881,2,Both Alive,Rent,4656,Other,Contract,0,40212,0,4,54337,DayScholar,1390,0.65,0,Rural,no
322802,2,Single Mother,Own,0,Other,Contract,0,31496,0,3,59695,DayScholar,3947,2.36,0,Urban,yes
619838,1,Single Mother,Own,0,Other,Contract,91777,7475,1,2,21763,Hostel,0,2.56,0,Urban,yes
86774,2,Single Father,Own,0,Foreign,Permanent,188538,1335,0,2,45643,DayScholar,2631,2.19,0,Rural,no
199641,2,Single Mother,Own,0,Private Job,Contract,86653,10466,1,2,91382,Hostel,0,4.37,0,Urban,yes
121329,4,Both Alive,Rent,3048,Private Job,Self-employed,0,31607,0,2,82820,DayScholar,4248,1.79,0,Rural,no
154933,4,Both Alive,Rent,3831,Daily Wage,Contract,33358,25390,0,1,79525,DayScholar,1805,4.09,0,Rural,yes
578735,3,Single Father,Own,0,Daily Wage,Self-employed,0,37686,0,1,113632,DayScholar,3123,1.25,0,Urban,no
249009,1,Both Alive,Own,0,Daily Wage,Contract,99823,11316,1,4,102518,DayScholar,4511,1.85,0,Urban,no
453894,2,Single Mother,Own,0,Govt Job,Contract,0,37011,0,4,12294,DayScholar,1677,1.74,0,Urban,no
807590,4,Single Father,Rent,3186,Govt Job,Contract,0,47134,0,1,141206,DayScholar,2984,1.01,0,Urban,yes
749274,4,Single Mother,Own,0,Other,Contract,113805,13930,1,3,61374,DayScholar,1234,0.55,0,Urban,yes
982254,1,Single Father,Rent,7098,Business,Self-employed,0,1477,0,4,45532,Hostel,0,0.86,0,Urban,yes
623119,1,Single Father,Rent,2633,Foreign,Contract,0,28428,1,2,127444,DayScholar,4200,4.16,0,Urban,yes
915789,1,Single Mother,Rent,3398,Agriculture,Contract,0,46019,0,4,74134,Hostel,0,2.97,15065,Rural,yes
354722,3,Single Mother,Own,0,Daily Wage,Contract,133957,3877,0,3,141066,Hostel,0,4.68,0,Urban,yes
383370,1,Both Alive,Own,0,Agriculture,Permanent,68693,6734,1,1,83315,Hostel,0,4.12,26608,Rural,no
407530,4,Single Father,Rent,6823,Govt Job,Permanent,84314,22864,1,2,73081,DayScholar,3963,1.87,0,Urban,no
867210,3,Single Mother,Rent,2913,Foreign,Contract,0,38860,1,2,66977,DayScholar,974,3.32,0,Urban,no
109683,3,Both Alive,Own,0,Other,Contract,0,48962,0,4,103641,Hostel,0,4.19,0,Rural,yes
873382,4,Single Father,Rent,2113,Daily Wage,Self-employed,0,38375,0,4,122424,Hostel,0,1.31,0,Urban,yes
147799,2,Single Father,Own,0,Business,Self-employed,0,36013,1,1,43238,DayScholar,730,2.36,0,Urban,no
433968,2,Single Father,Rent,7872,Private Job,Self-employed,22153,16738,0,3,84704,DayScholar,2384,0.63,0,Rural,yes
535945,2,Single Mother,Own,0,Other,Self-employed,0,16027,1,3,147189,Hostel,0,4.04,0,Urban,no
96231,4,Both Alive,Own,0,Business,Self-employed,0,10775,1,1,108909,DayScholar,1686,1.63,0,Rural,yes
408193,4,Both Alive,Rent,3189,Business,Permanent,96810,29467,0,1,87328,DayScholar,3070,4.49,0,Rural,yes
787412,2,Single Mother,Rent,9486,Foreign,Contract,0,5286,0,4,85064,Hostel,0,0.83,0,Urban,no
663398,2,Single Mother,Rent,8049,Agriculture,Self-employed,102319,2452,1,4,100157,DayScholar,3706,2.38,56915,Urban,no
390139,3,Single Father,Own,0,Private Job,Contract,0,48051,1,1,138590,DayScholar,3471,3.42,0,Urban,yes
843385,1,Single Mother,Rent,3404,Private Job,Self-employed,83023,10399,0,4,78356,DayScholar,790,4.89,0,Urban,yes
453975,1,Single Father,Own,0,Govt Job,Contract,0,989,1,3,31489,DayScholar,1914,2.83,0,Rural,yes
935489,2,Both Alive,Rent,4716,Govt Job,Contract,0,18965,0,2,108149,Hostel,0,2.8,0,Urban,no
824522,1,Single Mother,Rent,9518,Private Job,Self-employed,0,2267,1,3,81872,Hostel,0,3.83,0,Urban,yes
81768,2,Single Father,Own,0,Govt Job,Self-employed,0,448,1,3,98633,DayScholar,2722,0.36,0,Rural,yes
723370,1,Single Father,Rent,6861,Business,Permanent,168507,29581,0,1,95904,DayScholar,1062,0.83,0,Rural,yes
518625,1,Single Mother,Rent,5479,Other,Permanent,65241,20000,1,2,84578,Hostel,0,3.94,0,Rural,no
53782,2,Single Mother,Own,0,Business,Contract,0,1434,1,1,89771,DayScholar,1896,4.74,0,Rural,no
895782,1,Single Father,Rent,7958,Private Job,Contract,0,38290,1,4,82009,DayScholar,2939,1.62,0,Urban,no
94801,1,Single Father,Rent,7117,Agriculture,Self-employed,0,29003,0,1,114483,Hostel,0,0.57,37428,Rural,no
993561,4,Both Alive,Own,0,Business,Contract,0,47553,0,3,62764,DayScholar,3227,2.08,0,Urban,no
175977,1,Both Alive,Rent,5536,Private Job,Contract,121064,5378,1,2,19787,Hostel,0,1.63,0,Urban,no
608241,2,Both Alive,Rent,7460,Other,Self-employed,146712,43859,0,3,46176,Hostel,0,1.26,0,Urban,no
878542,4,Single Father,Own,0,Foreign,Contract,33234,49874,1,4,113443,Hostel,0,2.92,0,Rural,no
467541,2,Single Mother,Rent,9284,Private Job,Permanent,30108,12117,1,1,114912,DayScholar,3000,2.95,0,Urban,yes
270657,4,Single Father,Own,0,Govt Job,Self-employed,188659,9928,0,2,132544,DayScholar,3527,4.73,0,Urban,no
521876,4,Single Mother,Own,0,Business,Self-employed,0,26328,0,3,75565,DayScholar,919,2.6,0,Urban,yes
754705,1,Single Mother,Rent,9786,Other,Permanent,0,17607,0,2,108083,Hostel,0,1.83,0,Rural,no
391377,1,Both Alive,Own,0,Foreign,Permanent,0,1609,1,2,126016,Hostel,0,2.02,0,Urban,no
547140,1,Both Alive,Rent,9717,Private Job,Contract,0,36523,0,2,121189,Hostel,0,0.27,0,Rural,yes
597868,1,Single Mother,Rent,5593,Business,Permanent,54002,44703,1,1,40970,DayScholar,1348,2.92,0,Urban,no
431100,2,Both Alive,Own,0,Business,Permanent,73008,18417,1,3,115111,DayScholar,1643,0.73,0,Urban,no
590294,3,Single Father,Own,0,Daily Wage,Contract,166640,48296,0,1,93034,Hostel,0,1.09,0,Urban,no
717103,4,Both Alive,Rent,8315,Other,Permanent,74606,1705,0,4,48439,Hostel,0,0.35,0,Rural,no
423022,1,Both Alive,Own,0,Business,Contract,0,26396,0,2,142555,Hostel,0,1.27,0,Rural,no
622291,2,Both Alive,Rent,9408,Foreign,Self-employed,40563,2444,0,2,92822,DayScholar,2803,3.02,0,Urban,no
565329,4,Single Father,Own,0,Govt Job,Contract,0,18743,0,4,138871,DayScholar,1642,3.57,0,Urban,no
840373,3,Single Father,Own,0,Govt Job,Self-employed,193676,25010,0,1,23010,Hostel,0,0.81,0,Rural,no
565271,2,Single Mother,Rent,3976,Private Job,Permanent,181476,13792,1,4,34187,DayScholar,1360,2.02,0,Rural,no
390369,2,Single Father,Own,0,Private Job,Permanent,163256,19692,1,2,24564,Hostel,0,3.21,0,Urban,yes
833051,2,Single Father,Own,0,Govt Job,Self-employed,0,2538,0,2,83775,Hostel,0,4.36,0,Urban,yes
151610,2,Both Alive,Rent,4070,Business,Contract,113532,49242,1,2,136763,Hostel,0,4.83,0,Urban,no
190765,3,Single Mother,Own,0,Private Job,Contract,195974,21738,0,4,66607,Hostel,0,2.84,0,Urban,yes
750405,4,Single Father,Own,0,Agriculture,Permanent,98020,47798,1,1,82262,DayScholar,2213,4.52,78994,Rural,no
417397,3,Single Father,Rent,2160,Business,Permanent,89922,21490,0,2,116733,DayScholar,1730,2.19,0,Rural,no
941213,2,Single Father,Rent,8549,Daily Wage,Permanent,0,38278,0,2,47697,DayScholar,2928,3,0,Rural,no
874592,1,Both Alive,Own,0,Private Job,Contract,94910,47783,1,2,54912,DayScholar,2521,0.54,0,Urban,no
113192,4,Both Alive,Own,0,Business,Self-employed,0,32156,1,2,79117,Hostel,0,2.37,0,Urban,yes
391975,1,Both Alive,Own,0,Daily Wage,Contract,194596,41986,0,4,55982,DayScholar,2725,3.7,0,Urban,yes
821599,1,Single Father,Rent,5953,Daily Wage,Contract,0,5245,1,4,137324,DayScholar,1029,4.68,0,Urban,no
286833,1,Single Father,Rent,8213,Daily Wage,Permanent,0,449,1,1,87793,Hostel,0,0.44,0,Rural,yes
738413,3,Single Mother,Rent,5703,Business,Contract,0,11811,0,1,147913,DayScholar,766,1.18,0,Urban,no
479512,4,Single Father,Own,0,Agriculture,Permanent,54757,46457,0,3,23901,DayScholar,3190,3.04,94572,Rural,no
492040,4,Both Alive,Own,0,Private Job,Contract,139060,22387,0,2,40127,DayScholar,2321,0.38,0,Rural,no
586493,4,Single Mother,Own,0,Business,Self-employed,108924,9877,1,4,59333,DayScholar,4577,0.2,0,Rural,no
172136,1,Both Alive,Own,0,Other,Self-employed,0,48456,1,3,11954,Hostel,0,3.4,0,Urban,yes
675041,1,Both Alive,Own,0,Agriculture,Permanent,80103,44249,1,4,68837,Hostel,0,2.89,89059,Urban,no
648225,1,Single Mother,Rent,3653,Agriculture,Self-employed,65319,25438,1,3,111058,DayScholar,2076,4.94,46644,Urban,no
445024,1,Single Father,Own,0,Daily Wage,Permanent,147978,30899,1,1,37094,DayScholar,2423,3.83,0,Urban,no
576200,1,Single Mother,Rent,4283,Other,Self-employed,0,25126,1,3,97611,DayScholar,2106,0.61,0,Urban,yes
716360,1,Single Mother,Rent,3904,Foreign,Contract,0,42518,1,1,131887,Hostel,0,2.41,0,Rural,no
378193,2,Both Alive,Own,0,Daily Wage,Self-employed,166196,28466,0,3,78991,Hostel,0,2.32,0,Rural,yes
298870,1,Both Alive,Rent,2416,Govt Job,Permanent,149525,48273,1,2,144613,Hostel,0,3.01,0,Rural,yes
363570,1,Single Mother,Own,0,Private Job,Self-employed,48126,42257,1,4,146594,Hostel,0,0.85,0,Urban,no
853493,4,Single Father,Rent,4274,Foreign,Self-employed,119549,11116,0,1,79463,DayScholar,904,1.13,0,Urban,no
162041,3,Single Father,Rent,3418,Private Job,Contract,135106,20644,1,4,81778,Hostel,0,2.59,0,Urban,no
774128,3,Single Father,Own,0,Private Job,Contract,90946,40574,1,3,79391,Hostel,0,3.88,0,Urban,no
317737,3,Single Mother,Own,0,Agriculture,Contract,0,44169,0,3,13906,DayScholar,823,1.3,88919,Rural,no
375381,2,Both Alive,Own,0,Private Job,Self-employed,0,24076,1,4,60775,Hostel,0,4.66,0,Rural,no
533796,3,Single Mother,Rent,9872,Agriculture,Contract,148271,24108,0,1,113380,Hostel,0,0.32,11548,Rural,no
341414,1,Single Mother,Rent,8773,Agriculture,Self-employed,152457,33513,1,2,84867,Hostel,0,3.57,35083,Urban,yes
165151,3,Single Mother,Rent,4620,Business,Contract,96744,34836,1,2,36242,DayScholar,3408,2.23,0,Rural,no
197347,1,Both Alive,Own,0,Other,Permanent,0,5567,0,2,108024,DayScholar,1519,3.17,0,Urban,yes
113419,3,Both Alive,Own,0,Daily Wage,Contract,0,12150,0,2,30536,DayScholar,4617,3.35,0,Urban,no
309462,3,Single Father,Rent,3843,Agriculture,Permanent,37542,19802,0,4,78452,Hostel,0,4.95,33455,Rural,yes
876952,3,Single Mother,Rent,3754,Other,Contract,0,35694,0,3,90694,DayScholar,628,2.33,0,Urban,yes
847965,2,Single Father,Own,0,Agriculture,Self-employed,0,9583,0,3,99957,Hostel,0,1.27,70286,Rural,yes
438377,2,Single Mother,Rent,7074,Daily Wage,Contract,0,35804,1,3,114601,Hostel,0,3.86,0,Rural,no
140038,3,Single Mother,Rent,2584,Agriculture,Self-employed,0,28314,1,1,52575,DayScholar,4147,4.14,90644,Rural,no
129876,3,Single Father,Own,0,Other,Contract,0,13581,0,2,59442,Hostel,0,3.18,0,Rural,no
287331,1,Both Alive,Rent,4776,Other,Self-employed,169504,3544,1,2,85127,Hostel,0,2.62,0,Urban,yes
724925,3,Single Mother,Rent,2401,Daily Wage,Self-employed,163335,16684,0,3,96992,Hostel,0,2.76,0,Urban,yes
192747,4,Both Alive,Own,0,Govt Job,Permanent,0,37303,1,2,133738,DayScholar,2404,3.26,0,Urban,yes
147477,4,Single Mother,Rent,2523,Daily Wage,Permanent,0,8231,0,3,51508,DayScholar,1640,2.88,0,Rural,yes
991967,4,Single Mother,Rent,6767,Business,Contract,42828,13516,0,1,28970,Hostel,0,0.76,0,Urban,yes
488764,4,Single Father,Own,0,Agriculture,Permanent,0,40560,1,3,88497,DayScholar,4431,1.19,79433,Rural,no
779167,1,Single Father,Rent,3348,Foreign,Contract,0,28363,0,1,20756,Hostel,0,2,0,Rural,no
645842,4,Both Alive,Own,0,Govt Job,Permanent,52784,41489,1,2,32117,DayScholar,3481,2.1,0,Urban,no
512659,2,Single Father,Own,0,Private Job,Contract,141682,49037,1,4,106923,DayScholar,4859,0.27,0,Urban,no
195775,4,Both Alive,Rent,6408,Business,Contract,0,24205,1,3,108849,DayScholar,4212,0.02,0,Urban,no
266663,1,Single Mother,Rent,3502,Agriculture,Contract,0,19293,0,2,41271,DayScholar,4456,1.47,98548,Rural,no
617261,4,Both Alive,Own,0,Daily Wage,Permanent,0,9954,1,3,122359,DayScholar,4355,1.13,0,Rural,no
278897,3,Single Mother,Own,0,Business,Permanent,0,18082,0,3,122205,Hostel,0,3.57,0,Urban,yes
869759,1,Both Alive,Rent,9714,Govt Job,Contract,127398,31575,0,3,80689,Hostel,0,4.34,0,Rural,no
531472,1,Both Alive,Rent,6710,Foreign,Permanent,0,48381,0,2,55561,DayScholar,4276,0.43,0,Urban,yes
308068,4,Both Alive,Rent,2825,Private Job,Contract,0,34028,1,4,81143,Hostel,0,4.06,0,Urban,yes
273677,1,Single Mother,Rent,3776,Private Job,Self-employed,0,14810,1,4,43561,DayScholar,2329,1.26,0,Urban,no
195652,2,Single Father,Rent,2321,Govt Job,Permanent,0,37130,1,2,67013,Hostel,0,0.67,0,Rural,no
980841,1,Single Father,Rent,5161,Other,Permanent,84962,10674,1,1,26211,DayScholar,3538,2.72,0,Urban,yes
644314,1,Single Mother,Rent,4509,Daily Wage,Permanent,0,252,0,2,91530,DayScholar,4605,3.27,0,Rural,no
322940,1,Both Alive,Rent,9224,Agriculture,Self-employed,108667,6513,0,2,57826,DayScholar,2865,2.49,93277,Rural,yes
523046,2,Single Mother,Own,0,Agriculture,Contract,0,31830,1,3,64927,Hostel,0,1.39,92764,Rural,yes
790373,4,Single Father,Rent,5518,Private Job,Self-employed,40807,46345,0,2,16660,DayScholar,3101,3.76,0,Urban,yes
411275,3,Both Alive,Rent,6344,Business,Contract,0,49031,0,2,60715,Hostel,0,3.73,0,Rural,no
868459,4,Single Mother,Rent,6549,Foreign,Self-employed,0,13253,0,2,76119,DayScholar,4128,3.47,0,Urban,yes
667604,2,Single Father,Own,0,Agriculture,Contract,102087,47011,0,3,79908,DayScholar,3116,3.91,29689,Urban,no
912724,4,Both Alive,Rent,8208,Agriculture,Self-employed,88321,49050,1,2,139279,DayScholar,3303,4.96,70784,Rural,no
199663,2,Both Alive,Rent,9042,Daily Wage,Self-employed,0,9106,1,1,47780,Hostel,0,0.82,0,Rural,yes
410240,2,Single Mother,Own,0,Govt Job,Self-employed,0,24366,0,4,21510,Hostel,0,4.47,0,Rural,no
450733,2,Single Father,Own,0,Other,Self-employed,0,17668,0,2,58295,DayScholar,4897,1.99,0,Rural,yes
185748,4,Both Alive,Own,0,Foreign,Permanent,0,1287,0,2,70338,Hostel,0,4.68,0,Rural,yes
458588,3,Single Father,Own,0,Agriculture,Permanent,0,41947,0,3,72948,Hostel,0,1.1,57533,Rural,no
465420,1,Single Father,Own,0,Daily Wage,Permanent,0,32801,0,2,90280,DayScholar,2051,0,0,Rural,yes
50527,3,Single Father,Own,0,Private Job,Self-employed,149010,24244,0,2,145235,DayScholar,1884,3.91,0,Urban,yes
113467,4,Single Mother,Own,0,Agriculture,Self-employed,30534,49561,1,1,96716,Hostel,0,3.75,23810,Rural,yes
479995,1,Both Alive,Rent,6570,Other,Self-employed,40718,19875,1,2,136970,DayScholar,4244,2.9,0,Rural,yes
836107,1,Both Alive,Own,0,Business,Permanent,99173,39604,1,1,119805,Hostel,0,0.51,0,Rural,no
726448,4,Single Father,Own,0,Foreign,Permanent,66563,40078,1,4,24345,DayScholar,4063,1.06,0,Urban,yes
139891,4,Single Father,Rent,8345,Agriculture,Contract,51361,4629,1,2,33206,DayScholar,3123,1.38,8149,Rural,yes
662708,3,Single Father,Own,0,Business,Self-employed,0,18411,0,1,122513,Hostel,0,1.14,0,Urban,no
926921,1,Single Father,Own,0,Other,Contract,0,2999,0,1,35000,Hostel,0,2.47,0,Urban,yes
89408,1,Both Alive,Rent,9994,Govt Job,Permanent,135315,22415,0,1,42692,DayScholar,1412,3.3,0,Urban,no
67183,4,Both Alive,Rent,4399,Govt Job,Contract,0,7741,0,2,77010,DayScholar,623,2.62,0,Urban,no
443347,2,Single Mother,Own,0,Other,Contract,110744,9777,1,3,111893,Hostel,0,0.76,0,Urban,yes
343371,3,Both Alive,Own,0,Agriculture,Contract,54956,20778,1,3,72983,Hostel,0,2.09,35537,Urban,no
82238,3,Single Father,Own,0,Foreign,Self-employed,0,41736,1,1,103701,DayScholar,606,4.35,0,Rural,yes
112501,4,Single Father,Rent,9508,Agriculture,Contract,143546,28094,0,1,34752,DayScholar,2683,0.49,51938,Rural,no
426745,4,Both Alive,Rent,3826,Foreign,Self-employed,0,521,1,2,145350,DayScholar,4356,3.52,0,Urban,yes
744087,2,Single Father,Rent,6997,Private Job,Contract,0,21462,1,3,109904,DayScholar,4490,1.84,0,Rural,yes
262716,4,Single Father,Rent,7978,Agriculture,Self-employed,45548,16052,1,3,149906,Hostel,0,0.89,23054,Urban,yes
724860,4,Single Mother,Rent,3139,Foreign,Self-employed,168370,14028,0,4,19968,Hostel,0,1.03,0,Urban,yes
589448,2,Single Father,Own,0,Business,Self-employed,0,15334,1,2,62682,DayScholar,4029,1.87,0,Urban,no
872577,3,Single Mother,Own,0,Agriculture,Permanent,0,21353,0,3,83980,Hostel,0,1.77,15084,Urban,no
291306,4,Single Mother,Own,0,Other,Contract,0,74,1,1,16793,DayScholar,2626,4.74,0,Rural,yes
613328,1,Single Father,Own,0,Daily Wage,Self-employed,187828,8723,0,4,35520,DayScholar,4309,1.22,0,Rural,no
579749,1,Both Alive,Rent,6107,Other,Self-employed,0,36138,1,2,76396,Hostel,0,3.8,0,Rural,no
583291,4,Single Mother,Rent,2816,Other,Contract,0,1714,0,3,85427,DayScholar,3496,2.81,0,Urban,yes
978299,3,Single Father,Own,0,Business,Permanent,70505,47993,1,4,79452,Hostel,0,3.08,0,Rural,yes
566125,2,Single Father,Rent,3621,Other,Contract,0,8554,0,3,97155,Hostel,0,1.17,0,Rural,no
779385,3,Both Alive,Rent,9562,Private Job,Permanent,68262,33922,0,4,79462,Hostel,0,4.09,0,Rural,no
323463,3,Single Father,Own,0,Foreign,Self-employed,0,4640,0,4,126519,DayScholar,768,3.13,0,Rural,yes
886292,1,Single Father,Rent,4578,Foreign,Contract,0,44329,1,2,80775,DayScholar,2038,2.69,0,Urban,no
